Series Title,Year Released,Content Rating,IMDB Rating,R Rating,Genre,No of Seasons,Streaming Platform
Fugitiva,2018,18+,5.6,43,"Drama, Thriller",1,Netflix
The Hive,2010,All Ages,6.7,43,"Animation, Children",2,Multiple Streaming Platforms
Jim Henson Presents Mother Goose Stories,1990,All Ages,8,43,"Science-Fiction, Animation",2,Hulu
Disasters at Sea,2018,16+,8.2,43,"History, Documentary",2,Multiple Streaming Platforms
Dog City,1992,All Ages,6.9,43,"Animation, Comedy",3,Multiple Streaming Platforms
Women Behind Bars,2008,16+,6.5,43,"Documentary, 2008",4,Multiple Streaming Platforms
Dora and Friends: Into the City!,2014,All Ages,3.8,43,"Children, Animation",4,Hoopla
Renovation Realities,2009,All Ages,7.5,43,"Home & Garden, 2009",17,Multiple Streaming Platforms
Aaron Hernandez Uncovered,2018,16+,7.4,43,"Documentary, Crime",1,Free Services
Mrs. Piggle-Wiggle,1994,All Ages,6.8,43,"Family, Fantasy",1,Hulu
Fist of the Blue Sky,2006,18+,7.1,43,"Animation, Action & Adventure",3,Multiple Streaming Platforms
Maria the Virgin Witch,2015,18+,6.8,43,"Animation, Comedy",1,Funimation
The Great Christmas Light Fight,2013,All Ages,6.4,43,"Family, Game Show",7,Hulu
Alice & Zoroku,2017,16+,6.7,43,"Animation, Anime",1,Multiple Streaming Platforms
Dead Silent,2016,16+,7.2,43,"Crime, Documentary",3,fuboTV
Happily Never After,2012,7+,7.1,43,"Documentary, Biography",3,Unknown
Hack My Life,2015,16+,6.3,43,"Reality, Documentary",6,Multiple Streaming Platforms
Just Another Immigrant,2018,7+,6.8,43,"Documentary, Comedy",1,Multiple Streaming Platforms
Mohawk Girls,2014,16+,6.7,43,"Comedy, Drama",5,Free Services
The Coroner: I Speak for the Dead,2016,16+,7.1,43,"Documentary, Reality",3,fuboTV
Thor & Loki: Blood Brothers,2011,18+,6.5,43,"Animation, Drama",1,Unknown
Living Undocumented,2019,18+,6.4,43,"Documentary, 2019",1,Netflix
The Dovekeepers,2015,16+,5.5,43,"Drama, History",1,Unknown
Chef & My Fridge,2014,16+,8.4,43,"Reality, Family",2,Netflix
Kindergarten,2001,All Ages,8.6,43,"Reality, Documentary",2,Multiple Streaming Platforms
M'entends-tu?,2019,16+,7.2,43,"Comedy, Drama",2,Netflix
Dark Money,2019,18+,6.5,43,"Crime, Drama",1,BET+
Man Finds Food,2015,7+,7.4,43,"Food, Travel",2,Multiple Streaming Platforms
Haunted Collector,2011,16+,5.3,43,"Reality, Documentary",3,Unknown
Mulaney,2014,16+,4.2,43,"Comedy, Stand-up & Talk",1,Unknown
Hot Ones: The Game Show,2020,16+,4.2,43,"Game Show, 2020",2,Multiple Streaming Platforms
The Underground,2006,18+,5.3,43,"Comedy, 2006",1,Prime Video
Horseland,2006,All Ages,5.8,43,"Animation, Children",3,Multiple Streaming Platforms
A History of Ancient Britain,2011,All Ages,7.7,43,"Documentary, 2011",3,BritBox
Dead of Winter,2019,16+,6.9,43,"Documentary, Crime",2,fuboTV
Monsters and Mysteries in America,2015,7+,7,43,"Documentary, Mystery",3,Unknown
Race to Mars,2007,7+,6.9,43,"Action & Adventure, Science-Fiction",1,Prime Video
Care Bears and Cousins,2015,All Ages,6.7,43,"Animation, Children",2,Netflix
Monica The Medium,2015,16+,5.4,43,"Fantasy, Reality",2,Free Services
Shut Up and Dribble,2018,18+,6.5,43,"Documentary, Sport",1,Multiple Streaming Platforms
Three Days of Christmas,2019,18+,6.8,43,"Drama, 2019",1,Netflix
Paradise Run,2016,All Ages,6.1,43,"Game Show, Reality",3,Hulu
Flinch,2019,7+,4.2,43,"Game Show, Reality",1,Netflix
Invaders of the Rokujyouma!?,2014,16+,6.5,43,"Animation, Anime",1,Free Services
Make Way for Noddy,2002,All Ages,5.5,43,"Animation, Family",3,Free Services
Talia in the Kitchen,2015,All Ages,3.3,43,"Comedy, 2015",2,Unknown
Total Blackout,2012,16+,6.6,43,"Reality, Game Show",2,Unknown
Death by Magic,2018,7+,6,43,"Animation, Reality",1,Netflix
Loosely Exactly Nicole,2016,16+,5.8,43,"Comedy, 2016",2,Unknown
The Untitled Action Bronson Show,2017,18+,7,43,"2017, Viceland",4,Viceland
Skins,2011,18+,3.9,43,"Comedy, Drama",1,Unknown
Julia and Jacques Cooking at Home,1999,All Ages,8.6,43,"Food, Home & Garden",1,Multiple Streaming Platforms
Punch Line,2015,16+,6.1,43,"Comedy, Anime",1,Free Services
Southern Fried Homicide,2013,16+,6.5,43,"Documentary, Crime",3,Unknown
The Mystic Archives of Dantalian,2011,18+,6.8,43,"Animation, Anime",1,Funimation
Needless,2009,16+,6.7,43,"Animation, Action & Adventure",1,Unknown
Pool Kings,2016,All Ages,7.4,43,"Reality, Home & Garden",9,Multiple Streaming Platforms
Selector Infected WIXOSS,2014,16+,6.3,43,"Action & Adventure, Anime",5,Free Services
Close Up with The Hollywood Reporter,2015,16+,7,43,"2015, Hulu",5,Hulu
Sci Fi Science: Physics of the Impossible,2009,All Ages,7.6,43,"Documentary, Science-Fiction",3,Unknown
Pickle & Peanut,2015,7+,4.1,43,"Animation, Action & Adventure",4,Free Services
Grossology,2006,7+,6.3,43,"Animation, Children",2,Hoopla
Storage Wars: New York,2013,7+,4.3,43,"Documentary, Reality",2,Free Services
Legends of Chamberlain Heights,2016,18+,4.6,43,"Animation, Comedy",2,Multiple Streaming Platforms
Amish Mafia,2012,16+,3,43,"Documentary, Reality",5,Multiple Streaming Platforms
The Chris Rock Show,1997,18+,6.7,43,"Comedy, Musical",2,Unknown
Double Decker! Doug & Kirill,2018,18+,6.8,43,"Action & Adventure, Anime",3,Multiple Streaming Platforms
Alien News Desk,2019,18+,6.1,43,"Animation, Comedy",1,Multiple Streaming Platforms
Hoff the Record,2015,16+,6.9,43,"Comedy, Documentary",8,Multiple Streaming Platforms
Diggers,2013,7+,5.1,43,"Documentary, 2013",4,Unknown
Next Great Baker,2010,16+,5.9,43,"Reality, Food",4,Multiple Streaming Platforms
Mind Games,2014,16+,6.4,43,"Drama, 2014",1,AcornTV
The Gary Owen Show,2016,16+,7.8,43,"Reality, Stand-up & Talk",1,BET+
The Talk,2010,16+,3.4,42,"2010, CBS All Access",11,CBS All Access
Playing for Keeps,2018,16+,6.5,42,"Drama, 2018",2,Unknown
Get Ace,2014,All Ages,7.9,42,"Animation, Fantasy",1,Multiple Streaming Platforms
Trisha's Southern Kitchen,2012,All Ages,6.5,42,"Reality, Food",16,Multiple Streaming Platforms
Gasaraki,1998,18+,6.4,42,"Animation, Anime",1,Free Services
MoonPhase,2004,7+,6.8,42,"Animation, Anime",1,Funimation
Mutant Planet,2010,All Ages,8.4,42,"Documentary, 2010",2,Multiple Streaming Platforms
Hollywood Darlings,2017,7+,6.6,42,"Comedy, Reality",2,Unknown
Life Begins,2004,7+,7.7,42,"Comedy, Drama",3,Unknown
Taylor Swift: Journey to Fearless,2010,All Ages,8.3,42,"Children, Documentary",1,Hoopla
Daisy of Love,2009,16+,4.4,42,"Game Show, Reality",1,Multiple Streaming Platforms
Station Horizon,2015,7+,7.1,42,"Drama, Comedy",1,Netflix
Olivia,2009,All Ages,5.9,42,"Animation, Children",2,Unknown
LEGO Friends,2012,All Ages,7,42,"Animation, Children",5,Multiple Streaming Platforms
The Hound of the Baskervilles,1982,16+,7.1,42,"Horror, Mystery",1,Multiple Streaming Platforms
Seiren,2017,16+,5.7,42,"Animation, Anime",4,Free Services
To LOVEる -とらぶる- ダークネス2nd,2012,16+,7.2,42,"Animation, Science-Fiction",1,Hulu
Animal ER,2016,16+,7.8,42,"Reality, Documentary",2,Disney+
Annedroids,2014,All Ages,6.2,42,"Children, Family",4,Prime Video
Labor of Love,2020,16+,3.3,42,"Reality, Romance",1,Multiple Streaming Platforms
Adam Devine's House Party,2013,18+,5.9,42,"Comedy, 2013",3,Multiple Streaming Platforms
Evil Twins,2012,16+,7,42,"Documentary, Crime",6,Free Services
Infinite Dendrogram,2020,16+,5.9,42,"Animation, Action & Adventure",1,Multiple Streaming Platforms
Follow This,2018,18+,4.8,42,"Documentary, 2018",3,Netflix
Women in Love,2011,18+,6.1,42,"Drama, 2011",1,Multiple Streaming Platforms
The Queen's Palaces,2011,7+,7.9,42,"Documentary, Home & Garden",1,BritBox
Heavy Object,2015,18+,6.5,42,"Animation, Action & Adventure",1,Multiple Streaming Platforms
Kemono Michi: Rise Up,2019,16+,6.5,42,"Animation, Comedy",1,Funimation
Buying Naked,2013,16+,4.3,42,"Documentary, Comedy",1,TLC
Bounty Hunters,2017,16+,5.9,42,"Action & Adventure, Comedy",2,Multiple Streaming Platforms
Shonen Maid,2016,7+,7.4,42,"Animation, Anime",1,Funimation
"Ruff-Ruff, Tweet and Dave",2015,All Ages,7.5,42,"Family, Game Show",5,Multiple Streaming Platforms
Feast of the Gods,2012,16+,7.4,42,"Drama, Comedy",1,Free Services
Preachers' Daughters,2013,7+,6.1,42,"Reality, 2013",3,Multiple Streaming Platforms
Tumble Leaf,2013,All Ages,8.6,42,"Animation, Children",7,Prime Video
Who Wants to Be a Millionaire,2020,16+,6.1,42,"Game Show, 2020",1,Multiple Streaming Platforms
Cat vs. Dog,2017,7+,7.3,42,"Reality, 2017",1,Unknown
Better Man,2013,18+,7.6,42,"Drama, Romance",1,Free Services
Vangeliya,2013,7+,7.3,42,"Biography, Drama",1,Hoopla
Simply Ming,2003,All Ages,7.7,42,"Documentary, Food",10,Multiple Streaming Platforms
Phantasy Star Online 2: Episode Oracle,2019,16+,6,42,"Animation, Action & Adventure",1,Funimation
Teacher's Pet,2000,All Ages,6.4,42,"Animation, Action & Adventure",2,Disney+
Planet Sheen,2010,7+,3,42,"Action & Adventure, Animation",2,Hulu
Atlantis High,2001,All Ages,7.8,42,"Comedy, Drama",1,Multiple Streaming Platforms
Oddbods,2015,7+,6.4,42,"Animation, Children",2,Netflix
"Everyday Miracles: The Genius of Sofas, Stockings and Scanners",2014,All Ages,7.3,42,"Documentary, 2014",1,Netflix
Extreme Engagement,2019,18+,5.5,42,"Documentary, Reality",1,Netflix
Ancient Top 10,2016,16+,7.7,42,"Documentary, History",1,Multiple Streaming Platforms
Westside,2018,16+,5.9,42,"Comedy, Drama",3,Multiple Streaming Platforms
Password Plus,1979,All Ages,7.6,42,"Game Show, 1979",2,Prime Video
The Sound of Your Heart: Reboot,2018,7+,5.5,42,"Comedy, Family",2,Netflix
Eagles and Youngster,2018,7+,7.8,42,"Drama, Action & Adventure",1,Prime Video
Girly Air Force,2019,16+,5.7,42,"Animation, Action & Adventure",1,Multiple Streaming Platforms
Jon Glaser Loves Gear,2016,16+,7.2,42,"Comedy, 2016",2,TruTV
Wendell & Vinnie,2013,All Ages,6.7,42,"Comedy, Drama",1,Unknown
Be our Chef,2020,All Ages,6.3,42,"Family, Reality",1,Disney+
DinoSquad,2007,All Ages,5,42,"Animation, Fantasy",2,Free Services
Ice Cold Killers,2012,16+,7.3,42,"Crime, Documentary",5,Unknown
9 Months That Made You,2016,7+,7,42,"Documentary, 2016",1,Unknown
Legendary Locations,2017,All Ages,8,42,"Documentary, 2017",2,Multiple Streaming Platforms
Return to Amish,2014,16+,6.1,42,"Reality, 2014",7,Multiple Streaming Platforms
Killing Time,2019,16+,7.9,42,"Crime, Documentary",1,Free Services
Chip and Potato,2018,All Ages,6.8,42,"Children, Family",2,Netflix
The Zoo: San Diego,2019,7+,8.9,42,"Family, Reality",1,fuboTV
Race to Escape,2015,7+,7.9,42,"Game Show, Reality",1,fuboTV
Swamp Loggers,2009,7+,6.2,42,"Reality, 2009",4,Free Services
Sea Rescue,2012,All Ages,8.8,42,"Documentary, Action & Adventure",7,Multiple Streaming Platforms
Woodpecker Detective’s Office,2020,16+,7.1,42,"Animation, Anime",1,Free Services
The Best Thing I Ever Ate,2009,All Ages,6.8,42,"Reality, Food",11,Multiple Streaming Platforms
Roger Ramjet,1965,All Ages,6.7,42,"Animation, Comedy",5,Free Services
Sparta,2018,18+,6.4,42,"Drama, Mystery",1,Netflix
Care Bears: Welcome to Care-a-Lot,2012,All Ages,5.5,42,"Animation, Children",1,Multiple Streaming Platforms
Haunted Highway,2012,7+,5.8,42,"Documentary, Science-Fiction",2,Unknown
Kiddy Grade,2002,7+,6.8,42,"Animation, Anime",1,Funimation
Back to You,2007,16+,6.5,42,"Comedy, 2007",1,Unknown
Konohana Kitan,2017,16+,7,42,"Animation, Anime",1,Multiple Streaming Platforms
Spectros,2020,18+,4.5,42,"Fantasy, Thriller",1,Netflix
Earth to Luna!,2014,All Ages,7.5,42,"Animation, Children",10,Multiple Streaming Platforms
Insert Name Here,2016,All Ages,6.6,42,"Comedy, Game Show",4,BritBox
No-Rin,2014,18+,6.2,42,"Animation, Comedy",1,Funimation
Deadline Crime With Tamron Hall,2013,16+,7.1,42,"Documentary, Crime",6,Multiple Streaming Platforms
Lockie Leonard,2007,All Ages,7.4,42,"Family, Action & Adventure",2,Free Services
El Cazador de la Bruja,2007,18+,6.9,42,"Animation, Anime",1,Funimation
Spartan: Ultimate Team Challenge,2016,7+,5.8,42,"Game Show, Reality",2,Hulu
Barter Kings,2012,7+,5,42,"Reality, 2012",3,Multiple Streaming Platforms
Kulipari: Dream Walker,2018,All Ages,7.2,42,"Animation, Action & Adventure",1,Netflix
Twisted Sisters,2018,16+,6.4,42,"Documentary, Crime",2,Multiple Streaming Platforms
Jungle Gold,2012,7+,5.2,42,"Documentary, 2012",2,Unknown
Neighbors with Benefits,2015,18+,6.2,42,"Documentary, Reality",1,Unknown
Sideswiped,2018,16+,6.7,42,"Comedy, 2018",1,Free Services
Out Of The Wild: Venezuela,2011,7+,7.9,42,"Documentary, Reality",3,Unknown
Chico Bon Bon: Monkey with a Tool Belt,2020,All Ages,6.4,42,"Animation, Family",2,Netflix
Zorro the Chronicles,2015,All Ages,6.8,42,"Animation, Family",1,Hulu
Vegas Rat Rods,2014,7+,6.4,42,"Reality, 2014",4,fuboTV
Holmes of Kyoto,2018,18+,6.9,42,"Animation, Anime",1,Free Services
Llama Llama,2018,All Ages,6.3,42,"Animation, Action & Adventure",2,Multiple Streaming Platforms
NCIS: The Cases They Can't Forget,2017,18+,7.5,42,"Crime, 2017",3,CBS All Access
Myself; Yourself,2007,16+,6.5,42,"Animation, Anime",1,Free Services
The Secret Life of Couples,2017,18+,6,42,"Drama, Crime",2,Multiple Streaming Platforms
Allegra's Window,1994,All Ages,6.6,42,"Children, Family",3,Unknown
number24,2020,18+,7.1,42,"Animation, Anime",1,Funimation
Doomsday: 10 Ways the World Will End,2016,16+,7.2,42,"Documentary, 2016",1,Multiple Streaming Platforms
In Ice Cold Blood,2018,16+,6.7,42,"Documentary, Crime",3,Multiple Streaming Platforms
Blade and Soul,2014,18+,6,42,"Action & Adventure, Anime",1,Free Services
Seven Year Switch,2015,16+,6.1,42,"Reality, 2015",3,Multiple Streaming Platforms
Dinotrux: Supercharged,2017,7+,7.2,42,"Drama, Comedy",3,Multiple Streaming Platforms
Baroness von Sketch Show,2016,16+,5.8,42,"Comedy, 2016",4,Multiple Streaming Platforms
"Hey Vern, It's Ernest!",1988,All Ages,7.2,42,"Comedy, Family",1,Free Services
Cloudy with a Chance of Meatballs,2017,All Ages,3.3,42,"Animation, Comedy",2,Multiple Streaming Platforms
Heroes of Cosplay,2013,16+,6,42,"Documentary, Reality",1,Unknown
Right Now Kapow,2016,7+,5.8,42,"Animation, Comedy",1,Unknown
Strip the Cosmos,2014,All Ages,7.9,42,"Action & Adventure, Documentary",2,Unknown
Word Party,2016,All Ages,6.3,42,"Animation, Children",4,Netflix
The Ultimate Guide to the Presidents,2013,7+,7.9,42,"Documentary, History",1,Hoopla
The New Adventures of Figaro Pho,2015,All Ages,7.1,42,"Animation, Children",1,Hulu
Fast Layne,2019,All Ages,5.4,42,"Comedy, Family",1,Disney+
Mega Disasters,2006,7+,7.5,42,"Documentary, 2006",3,Unknown
Conception,2018,18+,4.5,42,"Drama, Anime",1,Multiple Streaming Platforms
FantomWorks,2013,16+,6.5,42,"Reality, 2013",9,fuboTV
Homefront,2012,16+,6.4,42,"Drama, 2012",1,Multiple Streaming Platforms
UzaMaid!,2018,16+,6,42,"Animation, Comedy",1,Multiple Streaming Platforms
Good Morning America,1975,All Ages,4.6,42,"1975, Hulu",12,Multiple Streaming Platforms
Justin Time,2011,All Ages,6.7,42,"Animation, Children",3,Multiple Streaming Platforms
Bad Ink,2013,16+,5.6,42,"Reality, 2013",2,Multiple Streaming Platforms
Northern Lights,2004,All Ages,6.8,42,"Comedy, Drama",3,BritBox
Castlevania: Hymn of Blood,2012,18+,7.9,42,"Animation, Action & Adventure",1,Netflix
Family Therapy With Dr. Jenn,2016,16+,6.5,42,"Reality, 2016",1,Multiple Streaming Platforms
Blood Runs Cold,2018,16+,7.4,42,"Crime, Documentary",1,Multiple Streaming Platforms
Laughing Under the Clouds,2014,All Ages,7.2,42,"Action & Adventure, Anime",1,Funimation
Styling Hollywood,2019,16+,7.3,42,"Documentary, Reality",1,Netflix
Kulipari: An Army of Frogs,2016,7+,6.9,42,"Animation, Action & Adventure",1,Netflix
The View,1997,16+,2.6,42,"1997, Free Services",26,Multiple Streaming Platforms
Pani Poni Dash!,2005,7+,6.6,42,"Animation, Anime",1,Funimation
YG Future Strategy Office,2018,7+,7.1,42,"Comedy, 2018",1,Netflix
That's My Bush!,2001,16+,7,42,"Comedy, Drama",1,Unknown
Happy Jail,2019,18+,8,42,"Documentary, 2019",1,Netflix
Blassreiter,2008,18+,6.9,42,"Action & Adventure, Animation",1,Multiple Streaming Platforms
Nightline,1980,7+,5.6,42,"Documentary, 1980",25,Multiple Streaming Platforms
Perfect Couples,2010,7+,6.5,42,"Comedy, Romance",1,Unknown
Marvel Super Hero Adventures,2017,All Ages,6.3,42,"Animation, Action & Adventure",4,Disney+
Superheroes Decoded,2017,7+,8.1,42,"Documentary, Reality",1,Hoopla
Mighty Magiswords,2015,7+,4.9,42,"Action & Adventure, Science-Fiction",4,Multiple Streaming Platforms
HitRECord,2014,18+,8.2,42,"Comedy, Family",2,Unknown
Mad Money,2005,All Ages,5.6,42,"2005, Free Services",6,Multiple Streaming Platforms
Pandora's Box: Unleashing Evil,2016,16+,8.2,42,"Crime, 2016",2,fuboTV
FBI: Criminal Pursuit,2011,16+,7.6,42,"Action & Adventure, Crime",4,fuboTV
Spy MyeongWol,2011,16+,6.8,42,"Comedy, Romance",1,Unknown
Yo Momma,2006,7+,4.3,42,"Comedy, Reality",3,Unknown
Lidia's Kitchen,2013,All Ages,7.5,42,"Documentary, Home & Garden",7,Multiple Streaming Platforms
Trollz,2005,7+,5.1,42,"Animation, Action & Adventure",1,Multiple Streaming Platforms
Phenoms,2018,7+,7.3,42,"Documentary, Sport",1,Hulu
Russell Peters vs. the World,2013,18+,5.6,42,"Comedy, Documentary",1,Netflix
Double Divas,2013,7+,6.2,42,"Documentary, Reality",2,Free Services
Buying Alaska,2012,All Ages,6.9,42,"Documentary, Reality",3,fuboTV
Case File nº221: Kabukicho,2019,16+,6.3,42,"Animation, Anime",1,Funimation
Emily of New Moon,1998,All Ages,7.5,41,"Drama, 1998",4,Multiple Streaming Platforms
Alien Encounters,2012,7+,6.3,41,"Biography, Documentary",4,Multiple Streaming Platforms
Porridge,2017,7+,5.1,41,"Comedy, Crime",1,BritBox
Save Me,2013,7+,6.1,41,"Comedy, 2013",1,Unknown
The Pacific War in Color,2018,16+,8.3,41,"Drama, Crime",1,Multiple Streaming Platforms
Island Hunters,2013,All Ages,6.6,41,"Action & Adventure, Reality",5,Multiple Streaming Platforms
Saul of the Mole Men,2007,18+,5.3,41,"Comedy, Science-Fiction",1,Free Services
Saturday Night Live Weekend Update Thursday,2008,16+,7.1,41,"Comedy, 2008",4,Unknown
Big Pacific,2017,All Ages,8.4,41,"Documentary, 2017",1,Multiple Streaming Platforms
Looking Up at the Half-Moon,2006,16+,6.8,41,"Animation, Anime",2,Multiple Streaming Platforms
Say Yes to the Dress: Bridesmaids,2011,7+,5.3,41,"Reality, 2011",4,TLC
Bo on the Go!,2007,All Ages,5.1,41,"Animation, Children",3,Multiple Streaming Platforms
Love at First Kiss,2016,16+,5.1,41,"Reality, 2016",1,TLC
Mighty Trains,2016,All Ages,7.6,41,"Documentary, 2016",3,Multiple Streaming Platforms
High School USA!,2013,18+,6.4,41,"Animation, Comedy",1,Hulu
Noddy,1998,All Ages,5.7,41,"Animation, Children",2,Unknown
Wild Grinders,2012,7+,2.3,41,"Animation, 2012",4,Unknown
Floogals,2016,All Ages,5.3,41,"Animation, Family",5,Multiple Streaming Platforms
Paul O'Grady: For the Love of Dogs,2012,7+,8.5,41,"Documentary, Reality",9,BritBox
Hi-5,1999,All Ages,6.4,41,"Children, Animation",6,Prime Video
Liverpool 1,1998,7+,7,41,"Crime, Drama",2,Multiple Streaming Platforms
HBO Comedy Half-Hour,1994,7+,7.9,41,"Comedy, Documentary",5,Multiple Streaming Platforms
My Super Sweet 16,2005,7+,1.8,41,"Reality, Documentary",10,Multiple Streaming Platforms
Restoration Home,2011,All Ages,8,41,"Documentary, 2011",3,Free Services
Coast Guard Alaska,2011,All Ages,8.2,41,"Reality, Documentary",4,Free Services
UFOs Declassified,2015,7+,6.8,41,"Documentary, History",1,Multiple Streaming Platforms
Tickety Toc,2012,All Ages,4.1,41,"Animation, Children",2,Free Services
Talking Tom and Friends,2014,All Ages,6.1,41,"Animation, Action & Adventure",4,Netflix
Inspector Gadget,2015,All Ages,4.4,41,"Animation, Action & Adventure",4,Multiple Streaming Platforms
Apollo Gauntlet,2017,16+,6.6,41,"Animation, Comedy",1,Free Services
Big Rich Texas,2011,16+,4.8,41,"Drama, Reality",3,fuboTV
Family By the Ton,2018,16+,6.2,41,"Reality, Documentary",2,Multiple Streaming Platforms
Pretty Cure,2004,7+,6.9,41,"Action & Adventure, Animation",4,Free Services
Pocket Dragon Adventures,1996,7+,6.4,41,"Animation, 1996",2,Free Services
Boca Juniors Confidential,2018,All Ages,6.4,41,"Documentary, Reality",1,Netflix
Only in America with Larry the Cable Guy,2011,16+,6.5,41,"Reality, Documentary",3,Multiple Streaming Platforms
Matoi the Sacred Slayer,2016,16+,6.2,41,"Fantasy, Animation",1,Free Services
The Real Housewives of Miami,2011,16+,3,41,"Reality, 2011",3,Multiple Streaming Platforms
Vanity Fair Confidential,2015,16+,7.7,41,"Documentary, Crime",4,fuboTV
Polly Pocket,2018,7+,6.5,41,"Animation, Action & Adventure",1,Multiple Streaming Platforms
ID-0,2017,16+,6.1,41,"Animation, Science-Fiction",1,Netflix
Trauma: Life in the E.R.,1997,7+,7.9,41,"Reality, Documentary",7,fuboTV
The Good Bandit,2019,18+,7.6,41,"Comedy, Crime",1,Netflix
Max & Shred,2014,All Ages,3.9,41,"Children, Comedy",2,Unknown
I Am Homicide,2016,16+,6.6,41,"Crime, Documentary",2,Unknown
